translated_words,Label,Words
"I will contact you early in the morning as a confirmation time until tomorrow. I don't know.How to find a credit card cannon account in the field, but I found it with love, but I found it in the illegal site of the bank account, and confirmed it through the relevant finance.Did you have an experience of your experience? Even the evening. Loss of the bank account.",1.0,"['contact', 'early', 'morning', 'confirmation', 'time', 'tomorrow', 'dont', 'knowHow', 'find', 'credit', 'card', 'cannon', 'account', 'field', 'found', 'love', 'found', 'illegal', 'site', 'bank', 'account', 'confirmed', 'relevant', 'financeDid', 'experience', 'experience', 'Even', 'evening', 'Loss', 'bank', 'account']"
"Huh, how are you doing this? How are you doing this? Now, have you been able to accurately deliver the contents of our investigator's currency. Now, I'm not going to discover your own bank account at the time of account arrest in the finance.Shinhan Bank Agricultural Cooperative account is an illegal Internet private gambling site, and it is used as a cannon account and uploads it like an internet product.I don't tell you, but now it's a date that I don't know about my bank account. Did you explain it in Yeongdeungpo, Seoul, then I visited Yeongdeungpo where I am now.It's confirmed in the bankbook, but it's all related to other victims of the name of your name, and the bank account transaction history is a certification at that time.Now that I found my bankbook now, we've called for the investigation, but we're in contact with the investigation process.Baby noise goes in or adopted evidence. I'm nervous about it.It's in real time in the church. I'm attending Nao's point of view, but now I meet too many victims.Kookmin Bank Woori Bank Nonghyup Post Office Village Village to meet Kookmin Bank account for a purpose.It's five freedoms in Kookmin Bank. How much is about 500 withdrawal accounts. 300. It's a bit of a savings account.If you go out 2020, you will be compensated by the Deposit Insurance Corporation, and you will be comfortable for the opposite check.Free deposit and withdrawal.I don't know if it's hard to do this. I don't know the card cash service limit. I use the Internet.It's a mobile banking, so if you are smart, where is the first Kookmin Bank Kookmin Bank Mobile Banking Internet Banking?Please use a security card right now one card is a very problem these days. How do you lose code number?Please use it as a bulk now, but you have to finish the time teacher's execution time, but you have to pass the password as a duty to end it.It is a financial details that is depending on the discovery of the card because of the discovery of the card.If you are in the body, it's not like setting up too much. It's not like that.I will check the amount of the bank's amount first.If you check again, the account is without a warrant for your account, so it's not a woman, so it's going to be through the Financial Supervisory Service.I'll let you know, I'm going to let you know.I'm going to get home from work. How did you do it? What did you do? Mom Tomorrow Morning If you go to the incident, change the screen.Expected mung bean beans are designated as an express express. If you are designated as an express express drug, it is a strong drug offense, but it is designated as a security grade express express, but the amount of security grade damage is still accomplished yesterday.In the sense, the Financial Supervisory Service's joint investigation is in progress.The contents of the Word are also confirmed because of the phone.",1.0,"['Huh', 'able', 'accurately', 'deliver', 'content', 'investigator', 'currency', 'Im', 'going', 'discover', 'bank', 'account', 'time', 'account', 'arrest', 'financeShinhan', 'Bank', 'Agricultural', 'Cooperative', 'account', 'illegal', 'Internet', 'private', 'gambling', 'site', 'used', 'cannon', 'account', 'uploads', 'like', 'internet', 'productI', 'dont', 'tell', 'date', 'dont', 'know', 'bank', 'account', 'explain', 'Yeongdeungpo', 'Seoul', 'visited', 'Yeongdeungpo', 'nowIts', 'confirmed', 'bankbook', 'related', 'victim', 'name', 'name', 'bank', 'account', 'transaction', 'history', 'certification', 'timeNow', 'found', 'bankbook', 'weve', 'called', 'investigation', 'contact', 'investigation', 'processBaby', 'noise', 'go', 'adopted', 'evidence', 'Im', 'nervous', 'itIts', 'real', 'time', 'church', 'Im', 'attending', 'Naos', 'point', 'view', 'meet', 'many', 'victimsKookmin', 'Bank', 'Woori', 'Bank', 'Nonghyup', 'Post', 'Office', 'Village', 'Village', 'meet', 'Kookmin', 'Bank', 'account', 'purposeIts', 'five', 'freedom', 'Kookmin', 'Bank', 'much', '500', 'withdrawal', 'account', '300', 'bit', 'saving', 'accountIf', 'go', '2020', 'compensated', 'Deposit', 'Insurance', 'Corporation', 'comfortable', 'opposite', 'checkFree', 'deposit', 'withdrawalI', 'dont', 'know', 'hard', 'dont', 'know', 'card', 'cash', 'service', 'limit', 'use', 'InternetIts', 'mobile', 'banking', 'smart', 'first', 'Kookmin', 'Bank', 'Kookmin', 'Bank', 'Mobile', 'Banking', 'Internet', 'BankingPlease', 'use', 'security', 'card', 'right', 'one', 'card', 'problem', 'day', 'lose', 'code', 'numberPlease', 'use', 'bulk', 'finish', 'time', 'teacher', 'execution', 'time', 'pas', 'password', 'duty', 'end', 'itIt', 'financial', 'detail', 'depending', 'discovery', 'card', 'discovery', 'cardIf', 'body', 'like', 'setting', 'much', 'like', 'thatI', 'check', 'amount', 'bank', 'amount', 'firstIf', 'check', 'account', 'without', 'warrant', 'account', 'woman', 'going', 'Financial', 'Supervisory', 'ServiceIll', 'let', 'know', 'Im', 'going', 'let', 'knowIm', 'going', 'get', 'home', 'work', 'Mom', 'Tomorrow', 'Morning', 'go', 'incident', 'change', 'screenExpected', 'mung', 'bean', 'bean', 'designated', 'express', 'express', 'designated', 'express', 'express', 'drug', 'strong', 'drug', 'offense', 'designated', 'security', 'grade', 'express', 'express', 'amount', 'security', 'grade', 'damage', 'still', 'accomplished', 'yesterdayIn', 'sense', 'Financial', 'Supervisory', 'Services', 'joint', 'investigation', 'progressThe', 'content', 'Word', 'also', 'confirmed', 'phone']"
"Even Facebook was so sad that it was too sad, but it is also the Pay Cyworld diary, but if you use it for about Facebook 2013, I think it's just a lot of advertising face these days.",0.0,"['Even', 'Facebook', 'sad', 'sad', 'also', 'Pay', 'Cyworld', 'diary', 'use', 'Facebook', '2013', 'think', 'lot', 'advertising', 'face', 'day']"
"That's why my sister, the elevator keeps getting off the elevator from a young age, and it's roughly what our password.",0.0,"['Thats', 'sister', 'elevator', 'keep', 'getting', 'elevator', 'young', 'age', 'roughly', 'password']"
"Yeongdeung Pogu Yeongdeungpo Infinite Refill, so it's a bad raw meat chain store infinite refill, so it's an infinite refill of English elementary school.",0.0,"['Yeongdeung', 'Pogu', 'Yeongdeungpo', 'Infinite', 'Refill', 'bad', 'raw', 'meat', 'chain', 'store', 'infinite', 'refill', 'infinite', 'refill', 'English', 'elementary', 'school']"
"KT Katie's relief care is like that, but it's a broken insurance.",0.0,"['KT', 'Katies', 'relief', 'care', 'like', 'broken', 'insurance']"
"So far, I received a mass credit card bank account in the process of studying illegal transaction time around Kim Tae -hyun.Are you sorry for your visit to Yeongdeungpo Munrae?",1.0,"['far', 'received', 'mass', 'credit', 'card', 'bank', 'account', 'process', 'studying', 'illegal', 'transaction', 'time', 'around', 'Kim', 'Tae', 'hyunAre', 'sorry', 'visit', 'Yeongdeungpo', 'Munrae']"
"Investigation from Moon Hee -kyung is arrested by the financial crime base. In the field, the check card cannon account and ID promise seizure name Book We are now confiscated in Gwangmyeong -si, Gyeonggi -do.I'll check it out. No call to the prosecutor's office",1.0,"['Investigation', 'Moon', 'Hee', 'kyung', 'arrested', 'financial', 'crime', 'base', 'field', 'check', 'card', 'cannon', 'account', 'ID', 'promise', 'seizure', 'name', 'Book', 'confiscated', 'Gwangmyeong', 'si', 'Gyeonggi', 'doIll', 'check', 'call', 'prosecutor', 'office']"
"Anyway, because it is a stealing pizza, it is not possible to file a report to our prosecutor's office.Case number 2015 Hangul Injection 1009 Kim Ki -cheol Incident.",1.0,"['Anyway', 'stealing', 'pizza', 'possible', 'file', 'report', 'prosecutor', 'officeCase', 'number', '2015', 'Hangul', 'Injection', '1009', 'Kim', 'Ki', 'cheol', 'Incident']"
"It's all about the women's table, so it's six groups.",0.0,"['woman', 'table', 'six', 'group']"
"It's comfortable to meet you for the first time. After all, I'm going to talk about it, but it's my mom.thought",0.0,"['comfortable', 'meet', 'first', 'time', 'Im', 'going', 'talk', 'momthought']"
"I lived, and I said that I was really very good, and the centipede was touched by each other.",0.0,"['lived', 'said', 'really', 'good', 'centipede', 'touched']"
"But I think that's a very rationality, but it's just a sub -culture culture.",0.0,"['think', 'thats', 'rationality', 'sub', 'culture', 'culture']"
"It is difficult to sell the account that the crime is sold as a bank account.Please do it.Confirmation of partial confirmation with Jung -gu, Seoul.How do you have any loans?Mainly about the human rights of usage. Today's date confirms today's date, and I have been asked about the additional disciples of the disciples of the disciples.I asked for the partial location information, and the high school account will open a negative bank account at all.It is a church that is a church tracking church head of the financial supervisory card deposit and withdrawal details.It will be confirmed as a confirmation, and it will be motivated because of the evidence of illegal funds for all payments to all payments around the children.I'll give you a teacher's payment for you tomorrow.The teacher said that the payment is suspended because of the possession of Hanji.We must be in place we will set up our deposit protection law. Stop the depositor protection setting in the case of the account tracking result.As for the application, I would like to put up with the Financial Supervisory Service.If you are all suspended, you will be suspended.Tell me, all the automatic payment is stopped.If you say it, you can tell you all the connections together.I use it as a business. I use it as a business. I use it as an individual.200 If you say 200 if you say, 100 is less than 200. The total amount teacher is classified as a deposit subscription part.I will go out and I'll upload it alone. If the teacher confirms the funds, I will be illegal.Teacher Teacher Teacher Now I'm talking because you have to leave the voice of the teacher's voice.I will bring me the current notebook teacher's memo case number.As a Financial Supervisory Service, the teacher should be said to be a Korean Lotte Card.It's a connection case number, I'm going to help you with the investigation of the deposit of the depositor's deposit. I'll connect you.It's a prisoner apple general.If you are a summoning station or a letter of letter, you can do it in writing.If you have completed the input, enter the portal portal site in the state.Please install Chrome Chrome Chrome Chrome Chrome Chrome.Jisuda 67 198000 1386 40 If you have completed the input, you can enter the portal portal site in the state.Noodle is a complaint.I'm not guiding the following, but now I'm going to send it back to the teacher.I'm curious about it 022106175 Telephone",1.0,"['difficult', 'sell', 'account', 'crime', 'sold', 'bank', 'accountPlease', 'itConfirmation', 'partial', 'confirmation', 'Jung', 'gu', 'SeoulHow', 'loansMainly', 'human', 'right', 'usage', 'Todays', 'date', 'confirms', 'today', 'date', 'asked', 'additional', 'disciple', 'disciple', 'disciplesI', 'asked', 'partial', 'location', 'information', 'high', 'school', 'account', 'open', 'negative', 'bank', 'account', 'allIt', 'church', 'church', 'tracking', 'church', 'head', 'financial', 'supervisory', 'card', 'deposit', 'withdrawal', 'detailsIt', 'confirmed', 'confirmation', 'motivated', 'evidence', 'illegal', 'fund', 'payment', 'payment', 'around', 'childrenIll', 'give', 'teacher', 'payment', 'tomorrowThe', 'teacher', 'said', 'payment', 'suspended', 'possession', 'HanjiWe', 'must', 'place', 'set', 'deposit', 'protection', 'law', 'Stop', 'depositor', 'protection', 'setting', 'case', 'account', 'tracking', 'resultAs', 'application', 'would', 'like', 'put', 'Financial', 'Supervisory', 'ServiceIf', 'suspended', 'suspendedTell', 'automatic', 'payment', 'stoppedIf', 'say', 'tell', 'connection', 'togetherI', 'use', 'business', 'use', 'business', 'use', 'individual200', 'say', '200', 'say', '100', 'le', '200', 'total', 'amount', 'teacher', 'classified', 'deposit', 'subscription', 'partI', 'go', 'Ill', 'upload', 'alone', 'teacher', 'confirms', 'fund', 'illegalTeacher', 'Teacher', 'Teacher', 'Im', 'talking', 'leave', 'voice', 'teacher', 'voiceI', 'bring', 'current', 'notebook', 'teacher', 'memo', 'case', 'numberAs', 'Financial', 'Supervisory', 'Service', 'teacher', 'said', 'Korean', 'Lotte', 'CardIts', 'connection', 'case', 'number', 'Im', 'going', 'help', 'investigation', 'deposit', 'depositor', 'deposit', 'Ill', 'connect', 'youIts', 'prisoner', 'apple', 'generalIf', 'summoning', 'station', 'letter', 'letter', 'writingIf', 'completed', 'input', 'enter', 'portal', 'portal', 'site', 'statePlease', 'install', 'Chrome', 'Chrome', 'Chrome', 'Chrome', 'Chrome', 'ChromeJisuda', '67', '198000', '1386', '40', 'completed', 'input', 'enter', 'portal', 'portal', 'site', 'stateNoodle', 'complaintIm', 'guiding', 'following', 'Im', 'going', 'send', 'back', 'teacherIm', 'curious', '022106175', 'Telephone']"
It's 10 million necessary funds.You have to tell you that it will proceed quickly from the other.I don't have a document from the head office.,1.0,"['10', 'million', 'necessary', 'fundsYou', 'tell', 'proceed', 'quickly', 'otherI', 'dont', 'document', 'head', 'office']"
"First of all, I have to do something now, so it's the first time to go up, and it's a 12 -bellowed performance. 12",0.0,"['First', 'something', 'first', 'time', 'go', '12', 'bellowed', 'performance', '12']"
"Thank you for a while.I'm going to leave the date today. I'm leaving the date today. I'm going to leave the date today.It's a withdrawal and withdrawal to the customer. I'm passing it to the withdrawal.First of all, I'm a victim because I'm a victim, but even if I'm a victim, it's a customer. I'm talking about the police.I did the customer, but I called the phone.",1.0,"['Thank', 'whileIm', 'going', 'leave', 'date', 'today', 'Im', 'leaving', 'date', 'today', 'Im', 'going', 'leave', 'date', 'todayIts', 'withdrawal', 'withdrawal', 'customer', 'Im', 'passing', 'withdrawalFirst', 'Im', 'victim', 'Im', 'victim', 'even', 'Im', 'victim', 'customer', 'Im', 'talking', 'policeI', 'customer', 'called', 'phone']"
"If it's not a machine, it's only a vocaloid if it's not a vocaloid.",0.0,"['machine', 'vocaloid', 'vocaloid']"
Huh.,1.0,['Huh']
I'm a good job. I'm a prosecutor's investigator. I'm okay with the call. I have been contacted by theft case. I'll ask you.Kim Myung -seok's accomplice was confiscated with a large quantity of counterfeit identification cannon bank account OTP security card.,1.0,"['Im', 'good', 'job', 'Im', 'prosecutor', 'investigator', 'Im', 'okay', 'call', 'contacted', 'theft', 'case', 'Ill', 'ask', 'youKim', 'Myung', 'seoks', 'accomplice', 'confiscated', 'large', 'quantity', 'counterfeit', 'identification', 'cannon', 'bank', 'account', 'OTP', 'security', 'card']"
"In the high -speed process, I called a traditional Korean -style Korean Nonghyup bank account and called me.If you are an early kidney acquaintance, I will hear the voice of Cheolsan -dong, Gwangmyeong -si, and I will contact you.I'm a newspaper and I think it's a bank account. I think it's a bank account. Our wallet is always sure?I'm going to have a corporate account, so I'm worried about it. I'm worried.I will send you a confirmation. Please call me.",1.0,"['high', 'speed', 'process', 'called', 'traditional', 'Korean', 'style', 'Korean', 'Nonghyup', 'bank', 'account', 'called', 'meIf', 'early', 'kidney', 'acquaintance', 'hear', 'voice', 'Cheolsan', 'dong', 'Gwangmyeong', 'si', 'contact', 'youIm', 'newspaper', 'think', 'bank', 'account', 'think', 'bank', 'account', 'wallet', 'always', 'sureIm', 'going', 'corporate', 'account', 'Im', 'worried', 'Im', 'worriedI', 'send', 'confirmation', 'Please', 'call']"
"No, no teacher, 2013 My Father arrived in Shinbia Apartment.I keep on it.If you make it or if you make it unconditionally, your mother is not a meal.I'm sorry that I was a good father. I'm sorry.",1.0,"['teacher', '2013', 'Father', 'arrived', 'Shinbia', 'ApartmentI', 'keep', 'itIf', 'make', 'make', 'unconditionally', 'mother', 'mealIm', 'sorry', 'good', 'father', 'Im', 'sorry']"
"But I recommended me to do it, but I am the pros and cons.",0.0,"['recommended', 'pro', 'con']"
"I learned the difficulty door and the aesthetics, so I entered the door and entered the door. Anyway, the difficulty is difficult.",0.0,"['learned', 'difficulty', 'door', 'aesthetic', 'entered', 'door', 'entered', 'door', 'Anyway', 'difficulty', 'difficult']"
"How to suicide is that the auction market Internet portal site is selling speeding goods.At the time of the Nonghyup Kookmin Bank account, the Nonghyup Kookmin Bank's bank account of the Nonghyup Kookmin Bank, which was used by the company, is now handled by us.",1.0,"['suicide', 'auction', 'market', 'Internet', 'portal', 'site', 'selling', 'speeding', 'goodsAt', 'time', 'Nonghyup', 'Kookmin', 'Bank', 'account', 'Nonghyup', 'Kookmin', 'Banks', 'bank', 'account', 'Nonghyup', 'Kookmin', 'Bank', 'used', 'company', 'handled', 'u']"
That's why it's always such a hard time.,0.0,"['Thats', 'always', 'hard', 'time']"
"Neuro customer Naver's address will be changed again. I'll call you again 12523019194 Download Download.It's a DTI now, so it's going to be a DTI anyway.Based on the examination of the screening of the screening, but I think it is necessary to pay the principal without repayment fee.I'm going to proceed, so it's not like our side job. Credit loan loan loan.In conclusion, the interest rate is the same for each loan.It's just a complexity because it's very complicated because of your credit.If you want to pay for the customer for a while, Shinhan Card Shinhan Card Customer will send you to Shinhan Card.I will send you the capital again, but I'll proceed with the other letter.If you are at the screening, if you go to the judging, the customer tells you to tell me if it's over the day.I don't need to pay it so I will send you a reimbursement letter to Shinhan Card.Customer I always apply for loans until our loan Naga. It is a document visit.Is that? Loan today's DPI limit If you drop the DPI limit today, you can go to six loans until six.Maybe I'm a staff phone call tomorrow.",1.0,"['Neuro', 'customer', 'Navers', 'address', 'changed', 'Ill', 'call', '12523019194', 'Download', 'DownloadIts', 'DTI', 'going', 'DTI', 'anywayBased', 'examination', 'screening', 'screening', 'think', 'necessary', 'pay', 'principal', 'without', 'repayment', 'feeIm', 'going', 'proceed', 'like', 'side', 'job', 'Credit', 'loan', 'loan', 'loanIn', 'conclusion', 'interest', 'rate', 'loanIts', 'complexity', 'complicated', 'creditIf', 'want', 'pay', 'customer', 'Shinhan', 'Card', 'Shinhan', 'Card', 'Customer', 'send', 'Shinhan', 'CardI', 'send', 'capital', 'Ill', 'proceed', 'letterIf', 'screening', 'go', 'judging', 'customer', 'tell', 'tell', 'dayI', 'dont', 'need', 'pay', 'send', 'reimbursement', 'letter', 'Shinhan', 'CardCustomer', 'always', 'apply', 'loan', 'loan', 'Naga', 'document', 'visitIs', 'Loan', 'today', 'DPI', 'limit', 'drop', 'DPI', 'limit', 'today', 'go', 'six', 'loan', 'sixMaybe', 'Im', 'staff', 'phone', 'call', 'tomorrow']"
"That's why it's a bit like a van than that, so it's a bus type bus, so it's a bus type bus.",0.0,"['Thats', 'bit', 'like', 'van', 'bus', 'type', 'bus', 'bus', 'type', 'bus']"
I went to a partner with a friend before and after I went to one orange.,0.0,"['went', 'partner', 'friend', 'went', 'one', 'orange']"
"Honey, you can stop by the morning.Management supervision is a lot of trouble, but that's a lot of such a part.I have been sending a lot of texts, and I'm going to come to me, and I'm soaring my recent waist of my friend's phone number phone number.I have to check it right away because I sent a friend.I will give you 900 tropican or advertisement. It's delicious again, but if you want to be issued.Shinhan Financial Group Shinhan Bank Shinhan Capital Bank Shinhan Capital Grow Shinhan Bank Bank Make a little document and check the information provided to the personal information to the personal information.",1.0,"['Honey', 'stop', 'morningManagement', 'supervision', 'lot', 'trouble', 'thats', 'lot', 'partI', 'sending', 'lot', 'text', 'Im', 'going', 'come', 'Im', 'soaring', 'recent', 'waist', 'friend', 'phone', 'number', 'phone', 'numberI', 'check', 'right', 'away', 'sent', 'friendI', 'give', '900', 'tropican', 'advertisement', 'delicious', 'want', 'issuedShinhan', 'Financial', 'Group', 'Shinhan', 'Bank', 'Shinhan', 'Capital', 'Bank', 'Shinhan', 'Capital', 'Grow', 'Shinhan', 'Bank', 'Bank', 'Make', 'little', 'document', 'check', 'information', 'provided', 'personal', 'information', 'personal', 'information']"
"I'm sorry now I'm going to guide you to the customer day. I'll guide you now.After the loan, we have a computer for the month.I'm a maturity repayment system. On the same day, it's a mature repayment system.In the morning, you can call Hana Card directly and the customer of a million million loans directly.I mean, I will change to the customer to 10 million professional condition or new approval, but it's not like a card.I will touch it as I arbitrarily. So if you come out if you come out today, it's definitely coming out today.It's a request for a public document, so it's repaid by the customer, so please give us a letter from K Capital. Will we ask our customers to pay to the customer?If you are in advance and take out the next time, you will be asked to call Kim Jae -sung, like a million complete payment, and then told you to call Kim Jae -sung again and then call each Kim Jae -sang.",1.0,"['Im', 'sorry', 'Im', 'going', 'guide', 'customer', 'day', 'Ill', 'guide', 'nowAfter', 'loan', 'computer', 'monthIm', 'maturity', 'repayment', 'system', 'day', 'mature', 'repayment', 'systemIn', 'morning', 'call', 'Hana', 'Card', 'directly', 'customer', 'million', 'million', 'loan', 'directlyI', 'mean', 'change', 'customer', '10', 'million', 'professional', 'condition', 'new', 'approval', 'like', 'cardI', 'touch', 'arbitrarily', 'come', 'come', 'today', 'definitely', 'coming', 'todayIts', 'request', 'public', 'document', 'repaid', 'customer', 'please', 'give', 'u', 'letter', 'K', 'Capital', 'ask', 'customer', 'pay', 'customerIf', 'advance', 'take', 'next', 'time', 'asked', 'call', 'Kim', 'Jae', 'sung', 'like', 'million', 'complete', 'payment', 'told', 'call', 'Kim', 'Jae', 'sung', 'call', 'Kim', 'Jae', 'sang']"
"So I'm going to go to a company around me, so I'm going to go to a company, but I'm going to a company, but I went to a dad's company.",0.0,"['Im', 'going', 'go', 'company', 'around', 'Im', 'going', 'go', 'company', 'Im', 'going', 'company', 'went', 'dad', 'company']"
"Honey, I helped the customer explanation, but I was a representative of Capital Kim Min -ki.If we should be a J -One, we will be in the middle of the commission in the case of customer mountains and money.Mountain and Money 1500 J -One 2500 Revelation.You're going to help you with the loan on the day now, I'm going to help you with your own guide.If you are a mobile Naver connection, please tell us the mobile phone mobile mobile Naver access.I'm going to press the search.Do you want to download the file?Run the installation now installed installation. It comes out to complete the customer installation.Customer for a while, the customer's name is to enter the name of the name contact part.It's 73. It's a while.First of all, the application will be completed.It's going to continue 73 percent without any changes in the guy, so it's a customer.I'll give you the first setting. I'll give it to you now.I'll send you a public document with a mountain and money. I'll be calling the phone call. If you are at the headquarters of the loan, you will be at the headquarters of the loan.The godfather's calculation branch is calculated.How long have you been using it for a while?I am",1.0,"['Honey', 'helped', 'customer', 'explanation', 'representative', 'Capital', 'Kim', 'Min', 'kiIf', 'J', 'One', 'middle', 'commission', 'case', 'customer', 'mountain', 'moneyMountain', 'Money', '1500', 'J', 'One', '2500', 'RevelationYoure', 'going', 'help', 'loan', 'day', 'Im', 'going', 'help', 'guideIf', 'mobile', 'Naver', 'connection', 'please', 'tell', 'u', 'mobile', 'phone', 'mobile', 'mobile', 'Naver', 'accessIm', 'going', 'press', 'searchDo', 'want', 'download', 'fileRun', 'installation', 'installed', 'installation', 'come', 'complete', 'customer', 'installationCustomer', 'customer', 'name', 'enter', 'name', 'name', 'contact', 'partIts', '73', 'whileFirst', 'application', 'completedIts', 'going', 'continue', '73', 'percent', 'without', 'change', 'guy', 'customerIll', 'give', 'first', 'setting', 'Ill', 'give', 'nowIll', 'send', 'public', 'document', 'mountain', 'money', 'Ill', 'calling', 'phone', 'call', 'headquarters', 'loan', 'headquarters', 'loanThe', 'godfather', 'calculation', 'branch', 'calculatedHow', 'long', 'using', 'whileI']"
I will contact you because I say some invoice.,1.0,"['contact', 'say', 'invoice']"
I will briefly explain how to use my bankbook.Investigation is a simple greenery leader.,1.0,"['briefly', 'explain', 'use', 'bankbookInvestigation', 'simple', 'greenery', 'leader']"
"At that time, it is a reason for the expansion of the territorial territory that the Arab Unification Dad is a royal family, and it is like China.",0.0,"['time', 'reason', 'expansion', 'territorial', 'territory', 'Arab', 'Unification', 'Dad', 'royal', 'family', 'like', 'China']"
"Then I have to talk about the test, so I went to Spain, so I went to Spain.",0.0,"['talk', 'test', 'went', 'Spain', 'went', 'Spain']"
"Honey, Kim Chang -wan, Seoul Central Branch, which was contacted by XX.It's a collection male, I'm a year now. I'm the first person.I needed to call it.No, I didn't know that I did not know at all.I told you that I was in touch with the damage.Unfortunate damage mail phone is currently an old age, so the amount of confirmation amount is roughly confirmed so far.Recently, I have been leaking the leakage of Osa Personal Information.Would you like to leave the number from the card.Deposit promise yet, I have noticed personal information. I have been nervous.I'm not going to apply for a trial, but I'm going to help the damage.I am using a million documents now.I'm going to trial now.It's hard to do it. No, it's not. I'm not a memo now.I'll be deducted from the discount. I'll tell you a little bit of a discount. I'll be in charge of some of the crime investigations from Seoul Central Employees.Status I agree with the number I will agree with the current amount. I'll record it. Thank you for the time.You said the Word of the back seat.Because of the expenditure or investigation, I will be very sure to accept other auctions.It's a couple of securities.Excluding and withdrawal accounts for minus bank account real securities are brief, but that's just a direct business time for a currency business time.It will be automatically verifying the identity of the appeal because of the action progress.The coupon lawsuit is in progress.But it's just calculating what is your case. How much is it? I'm paying for a while. I'm paying for a while.I say that the current proceedings are not a Friday statement on the Korean peninsula because of the additional part of the fund.It's too hard or it's too hard to do it.Confirmation of the FSS I will contact the FSS. Inter contact now, I have been calling it right now, but I will contact you again.I come to work.I'm asking you from the idea that the new book account balance is just Arthur. I'll deliver it because of the customer.",1.0,"['Honey', 'Kim', 'Chang', 'wan', 'Seoul', 'Central', 'Branch', 'contacted', 'XXIts', 'collection', 'male', 'Im', 'year', 'Im', 'first', 'personI', 'needed', 'call', 'itNo', 'didnt', 'know', 'know', 'allI', 'told', 'touch', 'damageUnfortunate', 'damage', 'mail', 'phone', 'currently', 'old', 'age', 'amount', 'confirmation', 'amount', 'roughly', 'confirmed', 'farRecently', 'leaking', 'leakage', 'Osa', 'Personal', 'InformationWould', 'like', 'leave', 'number', 'cardDeposit', 'promise', 'yet', 'noticed', 'personal', 'information', 'nervousIm', 'going', 'apply', 'trial', 'Im', 'going', 'help', 'damageI', 'using', 'million', 'document', 'nowIm', 'going', 'trial', 'nowIts', 'hard', 'Im', 'memo', 'nowIll', 'deducted', 'discount', 'Ill', 'tell', 'little', 'bit', 'discount', 'Ill', 'charge', 'crime', 'investigation', 'Seoul', 'Central', 'EmployeesStatus', 'agree', 'number', 'agree', 'current', 'amount', 'Ill', 'record', 'Thank', 'timeYou', 'said', 'Word', 'back', 'seatBecause', 'expenditure', 'investigation', 'sure', 'accept', 'auctionsIts', 'couple', 'securitiesExcluding', 'withdrawal', 'account', 'minus', 'bank', 'account', 'real', 'security', 'brief', 'thats', 'direct', 'business', 'time', 'currency', 'business', 'timeIt', 'automatically', 'verifying', 'identity', 'appeal', 'action', 'progressThe', 'coupon', 'lawsuit', 'progressBut', 'calculating', 'case', 'much', 'Im', 'paying', 'Im', 'paying', 'whileI', 'say', 'current', 'proceeding', 'Friday', 'statement', 'Korean', 'peninsula', 'additional', 'part', 'fundIts', 'hard', 'hard', 'itConfirmation', 'FSS', 'contact', 'FSS', 'Inter', 'contact', 'calling', 'right', 'contact', 'againI', 'come', 'workIm', 'asking', 'idea', 'new', 'book', 'account', 'balance', 'Arthur', 'Ill', 'deliver', 'customer']"
"You have to say that you are imaginative, just threw a bit of the topic, and the noodles are a little bit of a bisquet story.",0.0,"['say', 'imaginative', 'threw', 'bit', 'topic', 'noodle', 'little', 'bit', 'bisquet', 'story']"
"It's like that, it's just a different part of the high -speed part. It's hard to say that it's hard to say that it's hard to accept the high -ranking official case.It's the end of the deposit, so don't worry too much.It's a person, but it's a person.I don't have any way, but I'm doing something like that from the bad person. But I'll tell you my father. I'm a father.I called and contacted you and touched the bank account.Kyongnam Bank's Daepo Bank I sent me a lot of time from 2013 to 2016.I'm going to confirm the search end to the Seoul District Prosecutors 'Office. I'm going to go to the Seoul District Prosecutors' Office.I'm sending my father, or I'm coming out. Where are you coming out? Where are you? I'll ask you what's going on?",1.0,"['like', 'different', 'part', 'high', 'speed', 'part', 'hard', 'say', 'hard', 'say', 'hard', 'accept', 'high', 'ranking', 'official', 'caseIts', 'end', 'deposit', 'dont', 'worry', 'muchIts', 'person', 'personI', 'dont', 'way', 'Im', 'something', 'like', 'bad', 'person', 'Ill', 'tell', 'father', 'Im', 'fatherI', 'called', 'contacted', 'touched', 'bank', 'accountKyongnam', 'Banks', 'Daepo', 'Bank', 'sent', 'lot', 'time', '2013', '2016Im', 'going', 'confirm', 'search', 'end', 'Seoul', 'District', 'Prosecutors', 'Office', 'Im', 'going', 'go', 'Seoul', 'District', 'Prosecutors', 'OfficeIm', 'sending', 'father', 'Im', 'coming', 'coming', 'Ill', 'ask', 'whats', 'going']"
Question I sent me now. I confiscated the credit card cannon account in the field.What kind of part is you like that?,1.0,"['Question', 'sent', 'confiscated', 'credit', 'card', 'cannon', 'account', 'fieldWhat', 'kind', 'part', 'like']"
"Jeans are torn jeans here, any make -up greedy noodles are the eye liner eyebrows grilling handsome, so I think a lot because of the greed, and I think that a lot of thoughts for women.",0.0,"['Jeans', 'torn', 'jean', 'make', 'greedy', 'noodle', 'eye', 'liner', 'eyebrow', 'grilling', 'handsome', 'think', 'lot', 'greed', 'think', 'lot', 'thought', 'woman']"
Inje It's a quick class.,0.0,"['Inje', 'quick', 'class']"
"It's 12 months now, 22 months, I don't know the months.",0.0,"['12', 'month', '22', 'month', 'dont', 'know', 'month']"
